Cancer type;Period;Sex;Age range;Number
All cancers;2014;Female;45-59;11718
All cancers;2014;Female;75+;14846
All cancers;2014;Female;0-14;176
All cancers;2014;Female;60-74;20268
All cancers;2014;Female;30-44;3399
All cancers;2014;Female;All ages;51043
All cancers;2014;Female;15-29;636
All cancers;2015;Female;45-59;11875
All cancers;2015;Female;75+;14725
All cancers;2015;Female;0-14;180
All cancers;2015;Female;60-74;21032
All cancers;2015;Female;30-44;3208
All cancers;2015;Female;All ages;51630
All cancers;2015;Female;15-29;610
All cancers;2016;Female;45-59;12339
All cancers;2016;Female;75+;15341
All cancers;2016;Female;0-14;189
All cancers;2016;Female;60-74;21526
All cancers;2016;Female;30-44;3251
All cancers;2016;Female;All ages;53295
All cancers;2016;Female;15-29;649
All cancers;2017;Female;45-59;12231
All cancers;2017;Female;75+;15946
All cancers;2017;Female;0-14;201
All cancers;2017;Female;60-74;21961
All cancers;2017;Female;30-44;3265
All cancers;2017;Female;All ages;54208
All cancers;2017;Female;15-29;604
All cancers;2018*;Female;45-59;12531
All cancers;2018*;Female;75+;16640
All cancers;2018*;Female;0-14;176
All cancers;2018*;Female;60-74;21753
All cancers;2018*;Female;30-44;3238
All cancers;2018*;Female;All ages;54989
All cancers;2018*;Female;15-29;651
All cancers;2019*;Female;45-59;12395
All cancers;2019*;Female;75+;17230
All cancers;2019*;Female;0-14;200
All cancers;2019*;Female;60-74;22338
All cancers;2019*;Female;30-44;3420
All cancers;2019*;Female;All ages;56227
All cancers;2019*;Female;15-29;644
All cancers;1989;Male and Female;45-59;10561
All cancers;1989;Male and Female;15-29;1078
All cancers;1989;Male and Female;75+;16295
All cancers;1989;Male and Female;60-74;22496
All cancers;1989;Male and Female;0-14;368
All cancers;1989;Male and Female;30-44;4229
All cancers;1989;Male and Female;All ages;55027
All cancers;1990;Male and Female;45-59;10667
All cancers;1990;Male and Female;15-29;1145
All cancers;1990;Male and Female;75+;16922
All cancers;1990;Male and Female;60-74;23060
All cancers;1990;Male and Female;0-14;349
All cancers;1990;Male and Female;30-44;4240
All cancers;1990;Male and Female;All ages;56383
All cancers;1991;Male and Female;15-29;1053
All cancers;1991;Male and Female;45-59;11112
All cancers;1991;Male and Female;75+;17279
All cancers;1991;Male and Female;60-74;23869
All cancers;1991;Male and Female;0-14;336
All cancers;1991;Male and Female;30-44;4286
All cancers;1991;Male and Female;All ages;57935
All cancers;1992;Male and Female;15-29;1058
All cancers;1992;Male and Female;45-59;11906
All cancers;1992;Male and Female;75+;18223
All cancers;1992;Male and Female;60-74;24810
All cancers;1992;Male and Female;0-14;387
All cancers;1992;Male and Female;30-44;4383
All cancers;1992;Male and Female;All ages;60767
All cancers;1993;Male and Female;15-29;1167
All cancers;1993;Male and Female;45-59;12188
All cancers;1993;Male and Female;75+;18214
All cancers;1993;Male and Female;60-74;25137
All cancers;1993;Male and Female;0-14;373
All cancers;1993;Male and Female;30-44;4247
All cancers;1993;Male and Female;All ages;61326
All cancers;1994;Male and Female;15-29;1049
All cancers;1994;Male and Female;45-59;12804
All cancers;1994;Male and Female;75+;18996
All cancers;1994;Male and Female;60-74;26283
All cancers;1994;Male and Female;0-14;365
All cancers;1994;Male and Female;30-44;4439
All cancers;1994;Male and Female;All ages;63936
All cancers;1995;Male and Female;15-29;1062
All cancers;1995;Male and Female;45-59;12945
All cancers;1995;Male and Female;75+;19114
All cancers;1995;Male and Female;60-74;26094
All cancers;1995;Male and Female;0-14;385
All cancers;1995;Male and Female;30-44;4417
All cancers;1995;Male and Female;All ages;64017
All cancers;1996;Male and Female;15-29;1131
All cancers;1996;Male and Female;45-59;13516
All cancers;1996;Male and Female;75+;19519
All cancers;1996;Male and Female;60-74;26571
All cancers;1996;Male and Female;0-14;412
All cancers;1996;Male and Female;30-44;4625
All cancers;1996;Male and Female;All ages;65774
All cancers;1997;Male and Female;15-29;1027
All cancers;1997;Male and Female;45-59;14254
All cancers;1997;Male and Female;75+;19488
All cancers;1997;Male and Female;60-74;26347
All cancers;1997;Male and Female;0-14;374
All cancers;1997;Male and Female;30-44;4491
All cancers;1997;Male and Female;All ages;65981
All cancers;1998;Male and Female;15-29;1091
All cancers;1998;Male and Female;45-59;14368
All cancers;1998;Male and Female;75+;19984
All cancers;1998;Male and Female;60-74;26622
All cancers;1998;Male and Female;0-14;416
All cancers;1998;Male and Female;30-44;4596
All cancers;1998;Male and Female;All ages;67077
All cancers;1999;Male and Female;15-29;1100
All cancers;1999;Male and Female;45-59;14785
All cancers;1999;Male and Female;75+;20396
All cancers;1999;Male and Female;60-74;27359
All cancers;1999;Male and Female;0-14;390
All cancers;1999;Male and Female;30-44;4849
All cancers;1999;Male and Female;All ages;68879
All cancers;2000;Male and Female;15-29;1048
All cancers;2000;Male and Female;45-59;15498
All cancers;2000;Male and Female;75+;20415
All cancers;2000;Male and Female;60-74;27611
All cancers;2000;Male and Female;0-14;416
All cancers;2000;Male and Female;30-44;4722
All cancers;2000;Male and Female;All ages;69710
All cancers;2001;Male and Female;15-29;1096
All cancers;2001;Male and Female;45-59;16029
All cancers;2001;Male and Female;75+;21112
All cancers;2001;Male and Female;60-74;28132
All cancers;2001;Male and Female;0-14;420
All cancers;2001;Male and Female;30-44;5052
All cancers;2001;Male and Female;All ages;71841
All cancers;2002;Male and Female;15-29;1068
All cancers;2002;Male and Female;45-59;16514
All cancers;2002;Male and Female;75+;21692
All cancers;2002;Male and Female;60-74;28809
All cancers;2002;Male and Female;0-14;446
All cancers;2002;Male and Female;30-44;5075
All cancers;2002;Male and Female;All ages;73604
All cancers;2003;Male and Female;15-29;1070
All cancers;2003;Male and Female;45-59;17511
All cancers;2003;Male and Female;75+;22589
All cancers;2003;Male and Female;60-74;29837
All cancers;2003;Male and Female;0-14;440
All cancers;2003;Male and Female;30-44;5139
All cancers;2003;Male and Female;All ages;76586
All cancers;2004;Male and Female;15-29;1060
All cancers;2004;Male and Female;45-59;18329
All cancers;2004;Male and Female;75+;23756
All cancers;2004;Male and Female;60-74;31806
All cancers;2004;Male and Female;0-14;430
All cancers;2004;Male and Female;30-44;5336
All cancers;2004;Male and Female;All ages;80717
All cancers;2005;Male and Female;15-29;1084
All cancers;2005;Male and Female;45-59;18340
All cancers;2005;Male and Female;75+;24472
All cancers;2005;Male and Female;60-74;32369
All cancers;2005;Male and Female;0-14;433
All cancers;2005;Male and Female;30-44;5200
All cancers;2005;Male and Female;All ages;81898
All cancers;2006;Male and Female;15-29;1093
All cancers;2006;Male and Female;45-59;18875
All cancers;2006;Male and Female;75+;25401
All cancers;2006;Male and Female;60-74;33662
All cancers;2006;Male and Female;0-14;434
All cancers;2006;Male and Female;30-44;5191
All cancers;2006;Male and Female;All ages;84656
All cancers;2007;Male and Female;15-29;1170
All cancers;2007;Male and Female;45-59;18859
All cancers;2007;Male and Female;75+;26342
All cancers;2007;Male and Female;60-74;35734
All cancers;2007;Male and Female;0-14;410
All cancers;2007;Male and Female;30-44;5333
All cancers;2007;Male and Female;All ages;87848
All cancers;2008;Male and Female;15-29;1194
All cancers;2008;Male and Female;45-59;19166
All cancers;2008;Male and Female;75+;27673
All cancers;2008;Male and Female;60-74;37609
All cancers;2008;Male and Female;0-14;439
All cancers;2008;Male and Female;30-44;5274
All cancers;2008;Male and Female;All ages;91355
All cancers;2009;Male and Female;15-29;1236
All cancers;2009;Male and Female;45-59;19337
All cancers;2009;Male and Female;75+;28725
All cancers;2009;Male and Female;0-14;366
All cancers;2009;Male and Female;60-74;38790
All cancers;2009;Male and Female;30-44;5374
All cancers;2009;Male and Female;All ages;93828
All cancers;2010;Male and Female;15-29;1180
All cancers;2010;Male and Female;45-59;19565
All cancers;2010;Male and Female;75+;30306
All cancers;2010;Male and Female;60-74;40816
All cancers;2010;Male and Female;0-14;444
All cancers;2010;Male and Female;30-44;5070
All cancers;2010;Male and Female;All ages;97381
All cancers;2011;Male and Female;All ages;102181
All cancers;2011;Male and Female;15-29;1264
All cancers;2011;Male and Female;45-59;20528
All cancers;2011;Male and Female;75+;31407
All cancers;2011;Male and Female;0-14;430
All cancers;2011;Male and Female;60-74;43197
All cancers;2011;Male and Female;30-44;5355
All cancers;2012;Male and Female;All ages;102294
All cancers;2012;Male and Female;15-29;1228
All cancers;2012;Male and Female;45-59;20033
All cancers;2012;Male and Female;75+;31277
All cancers;2012;Male and Female;0-14;407
All cancers;2012;Male and Female;60-74;44289
All cancers;2012;Male and Female;30-44;5060
All cancers;2013;Male and Female;All ages;102797
All cancers;2013;Male and Female;15-29;1253
All cancers;2013;Male and Female;45-59;20157
All cancers;2013;Male and Female;75+;31098
All cancers;2013;Male and Female;0-14;429
All cancers;2013;Male and Female;60-74;44730
All cancers;2013;Male and Female;30-44;5130
All cancers;2014;Male and Female;All ages;104910
All cancers;2014;Male and Female;15-29;1337
All cancers;2014;Male and Female;45-59;19812
All cancers;2014;Male and Female;75+;32354
All cancers;2014;Male and Female;0-14;420
All cancers;2014;Male and Female;60-74;45888
All cancers;2014;Male and Female;30-44;5099
All cancers;2015;Male and Female;All ages;107598
All cancers;2015;Male and Female;15-29;1242
All cancers;2015;Male and Female;45-59;19991
All cancers;2015;Male and Female;75+;32439
All cancers;2015;Male and Female;0-14;424
All cancers;2015;Male and Female;60-74;48576
All cancers;2015;Male and Female;30-44;4926
All cancers;2016;Male and Female;All ages;111552
All cancers;2016;Male and Female;15-29;1325
All cancers;2016;Male and Female;45-59;20998
All cancers;2016;Male and Female;75+;34087
All cancers;2016;Male and Female;0-14;414
All cancers;2016;Male and Female;30-44;4901
All cancers;2016;Male and Female;60-74;49827
All cancers;2017;Male and Female;All ages;112900
All cancers;2017;Male and Female;15-29;1276
All cancers;2017;Male and Female;45-59;20841
All cancers;2017;Male and Female;75+;35435
All cancers;2017;Male and Female;0-14;437
All cancers;2017;Male and Female;30-44;4899
All cancers;2017;Male and Female;60-74;50012
All cancers;2018*;Male and Female;All ages;114863
All cancers;2018*;Male and Female;15-29;1351
All cancers;2018*;Male and Female;45-59;21426
All cancers;2018*;Male and Female;75+;37238
All cancers;2018*;Male and Female;0-14;393
All cancers;2018*;Male and Female;60-74;49466
All cancers;2018*;Male and Female;30-44;4989
All cancers;2019*;Male and Female;15-29;1377
All cancers;2019*;Male and Female;45-59;21170
All cancers;2019*;Male and Female;75+;38392
All cancers;2019*;Male and Female;0-14;466
All cancers;2019*;Male and Female;60-74;51048
All cancers;2019*;Male and Female;30-44;5178
Melanoma & other malignant neoplasms of the skin;1989;Male;All ages;2057
Melanoma & other malignant neoplasms of the skin;1989;Male;30-44;212
Melanoma & other malignant neoplasms of the skin;1989;Male;0-14;3
Melanoma & other malignant neoplasms of the skin;1989;Male;45-59;362
Melanoma & other malignant neoplasms of the skin;1989;Male;75+;664
Melanoma & other malignant neoplasms of the skin;1989;Male;15-29;73
Melanoma & other malignant neoplasms of the skin;1989;Male;60-74;743
Melanoma & other malignant neoplasms of the skin;1990;Male;0-14;0
Melanoma & other malignant neoplasms of the skin;1990;Male;30-44;173
Melanoma & other malignant neoplasms of the skin;1990;Male;All ages;2043
Melanoma & other malignant neoplasms of the skin;1990;Male;45-59;356
Melanoma & other malignant neoplasms of the skin;1990;Male;75+;690
Melanoma & other malignant neoplasms of the skin;1990;Male;15-29;72
Melanoma & other malignant neoplasms of the skin;1990;Male;60-74;752
Melanoma & other malignant neoplasms of the skin;1991;Male;0-14;0
Melanoma & other malignant neoplasms of the skin;1991;Male;All ages;2073
Melanoma & other malignant neoplasms of the skin;1991;Male;30-44;214
Melanoma & other malignant neoplasms of the skin;1991;Male;45-59;371
Melanoma & other malignant neoplasms of the skin;1991;Male;15-29;48
Melanoma & other malignant neoplasms of the skin;1991;Male;75+;695
Melanoma & other malignant neoplasms of the skin;1991;Male;60-74;745
Melanoma & other malignant neoplasms of the skin;1992;Male;0-14;1
Melanoma & other malignant neoplasms of the skin;1992;Male;30-44;217
Melanoma & other malignant neoplasms of the skin;1992;Male;All ages;2239
Melanoma & other malignant neoplasms of the skin;1992;Male;45-59;410
Melanoma & other malignant neoplasms of the skin;1992;Male;15-29;55
Melanoma & other malignant neoplasms of the skin;1992;Male;75+;735
Melanoma & other malignant neoplasms of the skin;1992;Male;60-74;821
Melanoma & other malignant neoplasms of the skin;1993;Male;30-44;180
Melanoma & other malignant neoplasms of the skin;1993;Male;All ages;2233
Melanoma & other malignant neoplasms of the skin;1993;Male;45-59;385
Melanoma & other malignant neoplasms of the skin;1993;Male;0-14;4
Melanoma & other malignant neoplasms of the skin;1993;Male;60-74;778
Melanoma & other malignant neoplasms of the skin;1993;Male;15-29;80
Melanoma & other malignant neoplasms of the skin;1993;Male;75+;806
Melanoma & other malignant neoplasms of the skin;1994;Male;30-44;231
Melanoma & other malignant neoplasms of the skin;1994;Male;All ages;2536
Melanoma & other malignant neoplasms of the skin;1994;Male;0-14;3
Melanoma & other malignant neoplasms of the skin;1994;Male;45-59;457
Melanoma & other malignant neoplasms of the skin;1994;Male;15-29;63
Melanoma & other malignant neoplasms of the skin;1994;Male;75+;832
Melanoma & other malignant neoplasms of the skin;1994;Male;60-74;950
Melanoma & other malignant neoplasms of the skin;1995;Male;0-14;1
Melanoma & other malignant neoplasms of the skin;1995;Male;30-44;235
Melanoma & other malignant neoplasms of the skin;1995;Male;All ages;2530
Melanoma & other malignant neoplasms of the skin;1995;Male;45-59;456
Melanoma & other malignant neoplasms of the skin;1995;Male;15-29;66
Melanoma & other malignant neoplasms of the skin;1995;Male;75+;873
Melanoma & other malignant neoplasms of the skin;1995;Male;60-74;899
Melanoma & other malignant neoplasms of the skin;1996;Male;60-74;1029
Melanoma & other malignant neoplasms of the skin;1996;Male;30-44;256
Melanoma & other malignant neoplasms of the skin;1996;Male;All ages;2761
Melanoma & other malignant neoplasms of the skin;1996;Male;45-59;452
Melanoma & other malignant neoplasms of the skin;1996;Male;0-14;5
Melanoma & other malignant neoplasms of the skin;1996;Male;15-29;66
Melanoma & other malignant neoplasms of the skin;1996;Male;75+;953
Melanoma & other malignant neoplasms of the skin;1997;Male;0-14;1
Melanoma & other malignant neoplasms of the skin;1997;Male;75+;1003
Melanoma & other malignant neoplasms of the skin;1997;Male;30-44;226
Melanoma & other malignant neoplasms of the skin;1997;Male;All ages;2853
Melanoma & other malignant neoplasms of the skin;1997;Male;45-59;562
Melanoma & other malignant neoplasms of the skin;1997;Male;15-29;66
Melanoma & other malignant neoplasms of the skin;1997;Male;60-74;995
Melanoma & other malignant neoplasms of the skin;1998;Male;30-44;240
Melanoma & other malignant neoplasms of the skin;1998;Male;All ages;2786
Melanoma & other malignant neoplasms of the skin;1998;Male;0-14;5
Melanoma & other malignant neoplasms of the skin;1998;Male;45-59;508
Melanoma & other malignant neoplasms of the skin;1998;Male;15-29;65
Melanoma & other malignant neoplasms of the skin;1998;Male;60-74;973
Melanoma & other malignant neoplasms of the skin;1998;Male;75+;995
Melanoma & other malignant neoplasms of the skin;1999;Male;75+;1077
Melanoma & other malignant neoplasms of the skin;1999;Male;60-74;1097
Melanoma & other malignant neoplasms of the skin;1999;Male;30-44;254
Melanoma & other malignant neoplasms of the skin;1999;Male;All ages;3082
Melanoma & other malignant neoplasms of the skin;1999;Male;0-14;4
Melanoma & other malignant neoplasms of the skin;1999;Male;45-59;584
Melanoma & other malignant neoplasms of the skin;1999;Male;15-29;66
Melanoma & other malignant neoplasms of the skin;2000;Male;60-74;1048
