ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
8731	64,33	35,67	1	8	43,02	48,13	25,00	76,07	99,37	174,20	86,94	25,06	76,22	99,53	174,30	87,24	24,00	28,13	69,29	75,00	7,43	11,46	71,52	72,96	69,77	69,35	91,66	93,96	124,64	129,29	10,53	5,14	4,90	5,15	4,93	9,52	4,70	19,15	3,27	4,58	24,43	3,18	394,32	2098,27	230,72	1280,27	2,30	7,64	33,33	1,08	6,38	8,51	29,27	18,77	20,50	22,62	22,97	29,11	18,85	27,60	1,30	2,57	0,77	2,18	2009,54	-1,34	1,45	1,33
8734	60,00	40,00	1	8	42,96	48,44	25,20	77,81	99,26	175,43	88,18	25,36	78,11	100,05	175,16	87,95	25,20	25,61	76,23	82,93	7,09	4,88	72,92	73,08	70,64	67,29	92,31	92,69	124,94	125,19	6,98	5,07	4,88	5,18	4,93	11,81	4,84	15,70	0,81	3,23	22,26	2,58	279,13	1457,29	220,46	1163,95	2,31	6,30	30,77	0,00	2,78	4,17	29,95	18,59	20,37	21,95	22,88	28,94	18,01	28,60	0,93	2,56	0,68	1,77	2009,57	-0,10	0,78	1,47
8736	54,84	45,16	1	8	43,69	49,83	23,82	72,58	95,73	173,82	84,95	24,15	73,46	96,44	174,02	85,20	19,30	14,89	65,79	76,60	3,51	2,13	70,95	71,60	70,92	67,08	90,24	91,06	120,79	122,64	4,92	4,89	4,81	4,88	4,86	7,02	3,97	18,52	0,00	1,67	24,17	2,97	504,37	2743,88	239,88	1421,43	2,47	1,61	47,62	2,50	5,13	5,00	29,43	19,00	19,96	21,98	21,74	29,55	18,98	28,13	1,17	2,50	0,66	1,61	2008,39	 	1,25	0,42
8742	65,38	34,62	1	9	49,17	52,63	25,44	77,63	99,00	173,99	88,73	25,14	77,93	98,83	175,37	87,51	22,00	24,32	62,50	63,16	10,20	13,51	71,13	71,74	68,31	67,88	90,92	92,44	122,63	126,40	21,57	5,21	5,02	5,27	4,84	4,17	7,38	10,20	3,85	3,85	23,54	2,88	470,44	2416,16	296,28	1545,35	2,07	11,54	45,83	2,86	3,13	14,29	27,71	19,47	20,95	22,33	20,58	28,12	19,12	27,86	0,92	2,60	0,83	2,11	2009,85	-0,20	2,62	3,27
8748	56,86	43,14	1	9	47,94	52,77	26,42	80,27	102,19	174,54	90,68	26,32	79,40	101,42	174,01	89,83	27,45	37,84	75,51	70,27	12,00	8,11	74,10	74,72	66,84	66,79	94,49	95,77	129,29	131,54	17,65	5,07	4,86	5,23	4,84	14,00	2,79	7,84	0,00	0,00	23,46	2,84	497,88	2579,90	294,58	1563,44	2,25	5,88	 	8,57	2,94	5,71	29,47	19,00	20,28	22,70	23,17	30,00	18,36	28,83	0,92	1,71	1,00	1,49	2010,00	-1,65	2,00	0,88
8754	70,27	29,73	1	8	44,59	50,24	26,51	79,15	101,27	172,72	89,26	26,60	78,78	101,53	172,25	89,80	34,29	40,43	52,17	56,52	15,71	10,64	71,18	72,78	69,66	66,16	90,81	93,71	122,72	128,92	13,70	5,26	4,75	5,25	4,75	12,86	5,63	21,74	4,11	4,17	24,45	3,12	758,50	3991,08	328,93	1843,25	2,12	10,81	0,00	6,98	7,14	11,63	29,15	19,56	19,77	23,14	22,42	29,45	18,46	27,77	1,43	2,79	0,76	2,26	2009,68	-0,91	2,01	1,10
8763	54,12	45,88	1	8	44,45	49,44	26,45	82,41	101,51	176,64	93,34	26,31	81,79	101,04	176,36	91,86	34,94	34,92	62,20	66,13	4,82	23,44	74,14	75,46	70,52	68,71	94,81	97,35	129,22	134,12	18,82	5,10	4,87	5,01	4,91	4,82	6,32	20,48	2,35	2,35	23,66	2,99	789,86	4001,45	274,51	1424,67	2,10	9,41	19,15	3,28	3,33	3,33	29,21	19,39	20,19	22,97	21,89	29,61	18,59	28,14	1,21	2,11	0,83	2,08	2009,95	0,03	0,69	2,05
8765	60,76	39,24	1	9	46,62	49,98	25,55	76,84	98,11	172,18	90,40	25,61	78,36	99,37	174,41	90,74	25,00	24,07	70,15	64,29	5,63	8,93	72,89	75,89	70,78	69,85	92,73	96,47	125,71	131,45	16,67	5,18	4,90	5,25	4,90	12,68	5,18	12,86	3,85	3,85	24,64	3,09	601,69	3044,68	221,29	1142,66	2,22	11,39	29,27	0,00	8,00	5,88	29,03	18,50	20,23	22,37	21,00	29,67	17,92	28,37	0,90	1,90	0,95	1,31	2009,85	-0,38	0,79	0,32
8771	65,52	34,48	1	8	44,53	50,40	25,12	75,93	98,29	173,36	88,08	25,46	76,73	101,08	173,43	88,31	25,93	33,33	77,36	76,19	9,26	7,14	70,76	72,58	67,03	66,04	89,79	92,13	119,91	124,02	24,56	4,89	4,88	5,07	4,88	5,66	6,15	11,76	3,45	5,17	24,56	3,08	581,62	3070,56	321,33	1769,11	2,32	8,62	0,00	5,56	5,71	8,33	29,42	19,88	19,82	22,58	22,25	29,55	18,79	28,06	0,83	2,13	0,90	1,69	2009,59	-0,07	0,79	1,19
8801	60,11	39,89	5	8	42,91	47,22	26,04	79,88	100,80	175,02	88,06	26,03	79,81	100,81	174,92	88,44	30,11	33,24	74,77	76,23	9,64	12,93	73,15	73,92	72,83	70,20	92,89	94,19	126,02	128,62	13,17	5,04	4,97	5,07	5,03	8,55	6,42	23,19	2,20	4,04	23,20	2,80	496,18	2615,75	263,20	1450,87	1,89	6,54	33,91	2,45	6,46	5,45	29,82	19,08	19,97	22,43	22,97	29,41	18,09	28,06	1,19	2,64	0,77	2,11	2009,95	-1,06	1,30	1,59
8802	60,53	39,47	6	8	42,35	45,54	25,48	78,29	100,41	174,76	86,77	25,29	77,90	99,31	175,13	86,49	24,03	20,75	79,87	85,14	9,17	8,52	73,55	74,53	72,57	71,19	92,70	94,80	124,80	129,14	10,30	5,05	4,90	5,02	4,97	8,36	5,03	16,95	1,61	2,26	23,71	2,91	504,15	2664,43	287,93	1583,33	2,14	5,16	32,49	3,49	5,14	3,21	30,07	18,34	19,38	21,87	22,42	29,61	18,00	28,91	1,01	2,80	0,68	2,20	2009,96	-0,42	1,50	1,39
8804	60,00	40,00	1	7	41,31	44,05	25,90	79,24	100,72	174,15	88,53	26,22	81,24	101,15	175,54	90,16	26,05	29,33	79,83	84,00	10,08	10,67	73,11	73,64	73,11	71,67	92,42	93,30	124,42	126,09	10,66	4,81	4,88	4,84	4,87	6,78	5,16	27,43	0,82	1,65	22,89	2,79	388,70	2082,73	212,95	1204,02	2,29	8,00	31,43	3,03	7,58	3,03	29,62	18,61	19,57	22,31	22,20	28,93	18,25	28,10	0,97	2,58	0,86	2,80	2009,97	-1,89	0,96	2,41
8831	62,00	38,00	1	8	42,80	46,65	24,94	76,87	100,01	175,34	85,67	25,15	77,47	99,82	175,44	87,32	36,17	42,11	75,56	76,32	2,13	0,00	70,40	70,22	72,20	69,85	90,28	91,70	121,76	126,43	12,00	4,97	4,73	5,06	4,79	4,26	7,58	26,09	2,00	2,00	22,96	2,74	415,72	2182,28	213,80	1172,72	2,35	8,00	66,67	5,56	0,00	2,78	30,19	19,45	20,07	22,17	23,64	30,00	18,15	27,26	1,02	2,04	0,86	1,69	2009,92	-0,53	0,00	1,59
8855	56,67	43,33	1	8	45,31	47,17	26,50	81,40	101,18	175,10	89,60	26,52	82,24	101,21	175,92	89,98	40,34	30,77	76,99	79,69	16,10	9,23	75,23	74,43	70,59	68,44	94,58	94,01	128,88	128,00	12,61	5,11	4,96	5,01	5,02	8,47	6,15	20,18	2,61	4,35	23,04	2,77	266,40	1367,03	204,47	1057,36	2,64	11,67	34,92	1,96	8,00	3,92	29,64	19,40	20,45	22,33	22,42	29,73	18,59	28,24	1,00	2,80	0,67	2,00	2009,87	-0,93	2,45	3,25
8861	61,01	38,99	3	8	43,73	47,62	25,67	78,79	100,02	174,87	88,41	25,69	78,74	99,72	174,88	88,53	25,27	23,22	72,78	78,97	6,79	10,28	73,59	74,62	71,27	69,39	92,97	95,23	125,24	129,84	8,13	5,23	4,94	5,26	5,05	10,41	8,17	28,82	2,25	2,82	23,32	2,86	374,03	2028,88	242,57	1371,59	2,01	6,10	36,42	2,38	6,19	6,64	29,55	19,03	19,77	22,93	22,77	28,79	18,33	28,08	1,22	2,67	0,65	1,96	2009,92	-1,27	1,99	2,40
8862	59,69	40,31	5	8	42,12	45,75	25,97	79,43	100,57	174,65	88,51	26,03	80,10	100,71	175,23	88,76	30,77	29,36	79,47	84,40	9,72	11,62	73,36	74,15	70,92	68,39	92,66	94,29	124,90	128,02	9,00	5,02	4,98	5,06	5,00	9,92	5,18	20,37	2,39	3,79	22,94	2,77	373,98	1994,65	273,38	1491,63	2,02	4,83	42,31	3,04	4,50	8,84	29,50	19,18	20,08	22,23	22,71	28,98	18,49	28,17	1,20	2,87	0,79	2,34	2009,95	-1,81	2,33	2,61
8881	56,76	43,24	5	10	51,93	55,82	26,51	80,11	100,94	173,66	93,15	26,15	79,02	100,09	173,56	89,79	41,39	35,60	58,08	59,79	9,08	9,90	75,63	74,96	72,53	69,79	96,84	96,45	130,51	132,49	19,83	5,21	5,29	5,17	5,22	7,50	8,92	20,77	5,88	6,57	24,10	2,99	699,94	3610,40	317,24	1696,88	1,66	10,42	38,06	0,00	6,71	3,05	29,27	19,05	19,73	22,77	21,64	29,33	18,46	27,75	1,02	2,02	1,01	1,78	2009,51	0,43	1,50	1,34
8891	60,20	39,80	2	10	50,34	54,10	26,74	80,81	101,29	173,70	92,18	26,39	77,93	99,75	171,67	88,82	40,83	35,44	56,73	68,35	6,86	12,66	75,06	74,25	72,60	69,18	95,39	95,57	129,48	131,84	17,13	5,14	5,38	5,06	5,04	8,00	8,91	23,59	4,83	5,17	24,00	3,01	857,29	4357,89	298,53	1564,11	1,63	9,97	31,40	1,54	7,94	4,48	29,44	18,95	19,21	22,62	21,12	29,17	17,98	27,95	1,08	2,08	0,80	1,86	2007,03	-0,02	1,17	1,50
8894	49,32	50,68	1	10	50,45	57,44	26,46	82,50	100,53	176,15	93,10	26,43	81,04	99,74	174,73	92,34	28,77	29,17	43,33	66,67	8,33	13,04	77,67	76,32	71,82	67,52	98,47	98,24	133,27	134,76	13,89	5,24	5,14	5,07	5,05	8,33	8,17	23,61	4,11	5,48	22,86	2,79	881,51	4303,65	320,98	1501,03	2,03	9,59	25,93	0,00	10,00	0,00	29,57	19,51	19,95	22,89	21,22	28,90	18,19	27,91	0,84	1,96	0,61	1,17	2006,99	 	3,43	1,43
8895	53,57	46,43	1	10	50,34	54,21	26,31	81,77	101,69	176,31	93,40	25,97	80,29	102,38	176,09	89,50	28,57	13,33	52,17	33,33	3,70	0,00	74,43	72,35	73,13	64,88	95,84	92,35	131,09	125,82	18,18	5,16	5,15	5,19	4,89	3,70	4,64	17,65	5,66	5,66	23,74	2,91	909,07	4530,33	324,35	1606,74	1,65	8,93	42,11	0,00	0,00	0,00	29,60	18,88	19,00	22,44	21,07	29,58	18,07	28,10	0,90	1,66	0,36	1,00	2007,21	 	1,06	0,00
8896	59,29	40,71	1	10	51,33	58,42	26,79	82,12	102,25	174,87	93,80	26,54	79,74	101,32	173,15	91,21	37,41	35,56	57,78	53,33	9,77	6,82	74,99	74,93	71,24	71,02	94,57	95,48	127,65	130,21	18,52	5,11	5,44	5,38	5,14	7,63	6,77	19,26	5,97	5,97	25,39	3,28	717,41	3699,94	335,28	1789,27	2,14	12,23	39,00	0,00	0,00	0,00	29,39	18,84	19,66	22,32	20,02	29,83	18,19	28,40	0,78	1,76	1,21	2,12	2006,83	-0,22	0,96	1,34
8911	57,69	42,31	2	7	36,93	40,62	24,88	77,34	100,03	176,10	85,52	25,06	77,65	99,17	175,79	85,48	14,29	12,90	65,47	80,33	13,22	8,87	71,86	73,38	74,56	73,20	91,39	93,25	123,63	125,93	6,93	4,91	4,91	4,82	4,91	12,83	5,65	30,14	1,33	2,21	23,60	2,95	395,27	2124,33	285,08	1573,39	0,71	1,30	40,45	0,86	5,22	6,78	29,80	18,82	19,32	23,53	24,58	28,47	18,15	26,86	1,56	3,86	0,79	2,61	2009,81	-1,00	2,05	3,54
8913	60,95	39,05	3	8	43,14	46,84	24,79	75,97	98,86	174,44	85,20	24,71	76,09	98,19	175,02	85,22	17,55	19,80	76,37	79,80	6,76	11,27	72,92	73,98	73,94	72,10	92,01	93,80	123,63	127,28	10,39	5,02	4,92	5,07	4,98	7,09	5,22	21,80	2,30	3,61	24,51	3,08	385,97	2111,18	288,41	1623,37	1,77	6,39	43,54	2,19	7,47	2,73	30,39	18,27	18,94	22,30	22,68	29,20	17,94	28,57	1,15	2,68	0,80	2,34	2009,83	0,53	1,78	2,48
8915	56,96	43,04	3	8	43,14	48,24	25,76	78,60	100,31	174,35	87,41	26,01	79,01	100,48	174,12	88,70	23,02	23,40	68,22	72,22	9,78	9,79	73,31	74,83	74,47	73,03	93,19	94,97	126,71	129,57	13,83	5,10	5,07	5,04	5,15	9,54	5,41	20,55	2,93	4,27	24,13	3,05	457,96	2451,43	323,96	1781,43	1,87	6,74	45,77	5,96	6,93	6,38	30,08	18,68	19,50	22,42	22,73	29,55	18,06	28,33	1,00	2,73	0,81	2,15	2009,89	-1,52	1,93	1,73
8916	61,94	38,06	2	7	39,76	43,32	24,97	76,21	99,25	174,38	85,22	25,38	77,71	99,21	174,73	85,82	18,15	16,02	78,70	78,57	8,54	8,84	73,12	73,40	75,07	72,66	92,36	93,51	124,38	127,09	8,45	5,01	5,05	4,89	5,09	6,05	5,71	21,80	5,05	5,42	24,92	3,22	491,45	2616,75	315,33	1736,12	1,48	3,82	35,42	2,50	4,46	5,70	30,11	18,55	19,50	22,58	23,49	29,34	17,90	28,15	1,12	2,76	0,69	2,12	2009,75	0,19	1,68	2,24
8917	58,58	41,42	2	7	40,89	44,89	24,44	75,49	98,77	175,07	84,37	24,48	75,72	97,42	175,57	84,38	11,89	13,33	80,00	86,00	8,41	6,67	71,90	72,66	73,36	71,62	90,93	92,39	122,00	125,20	5,11	4,97	4,94	4,97	4,97	9,73	4,87	22,54	0,00	0,44	24,07	3,03	435,37	2385,94	292,10	1669,60	1,64	2,54	43,86	2,29	3,10	7,58	30,10	18,50	19,27	21,98	22,79	29,56	17,84	28,47	1,17	2,81	0,69	1,99	2009,77	-1,70	1,39	1,43
8918	64,04	35,96	1	8	46,68	49,99	27,29	79,72	101,91	170,85	90,08	27,53	80,80	102,19	171,41	91,45	43,68	47,31	57,62	54,95	21,05	20,43	73,41	73,90	75,81	73,41	93,25	95,30	126,94	131,52	17,44	5,13	5,22	5,05	5,30	13,82	8,00	28,75	7,69	10,65	23,76	2,92	477,08	2533,74	343,11	1863,89	1,67	10,29	47,06	8,14	13,75	1,16	29,69	19,43	19,51	22,44	23,09	29,06	18,56	27,74	1,67	3,12	0,93	2,26	2009,93	-3,14	3,89	3,72
8919	70,15	29,85	1	9	47,64	51,42	25,40	75,02	99,78	171,56	86,52	25,11	74,81	98,32	172,35	85,81	16,67	16,33	79,03	81,63	6,25	8,16	74,60	75,49	73,66	70,79	92,70	94,88	124,57	128,23	4,48	5,23	4,94	5,33	5,02	6,25	4,23	9,52	1,54	3,08	26,78	3,53	504,90	2742,10	375,46	2094,90	1,88	7,46	19,35	4,35	2,22	2,17	29,34	18,23	19,15	22,27	21,69	28,42	17,68	27,63	0,93	2,68	0,53	1,78	2009,64	1,33	1,12	1,97
8921	59,45	40,55	5	7	39,36	43,42	25,62	77,94	99,75	174,14	87,20	25,79	78,27	99,78	174,04	87,35	28,04	25,08	68,40	76,97	13,30	18,35	72,92	73,74	75,13	73,42	92,46	93,65	125,01	127,19	9,93	5,03	5,05	5,01	5,09	10,22	6,89	31,34	4,09	5,17	23,01	2,78	515,30	2735,06	289,03	1603,72	1,39	4,82	39,22	5,14	9,47	9,28	29,30	19,43	20,15	22,84	23,18	28,26	18,74	27,37	1,28	3,31	0,89	3,00	2009,67	-1,81	3,13	3,43
8922	61,08	38,92	1	7	38,75	42,55	25,14	77,27	99,51	175,18	86,28	25,48	78,54	99,63	175,39	87,30	25,68	29,70	69,49	78,22	13,33	19,61	72,85	73,35	73,99	72,20	92,10	92,52	123,48	124,57	8,11	4,99	5,05	5,04	5,10	11,11	7,76	31,98	1,67	3,33	22,81	2,80	477,60	2509,45	266,28	1452,84	1,21	3,24	37,21	3,49	4,65	6,98	29,43	19,11	19,46	22,93	23,33	28,92	18,00	27,57	1,11	3,25	0,98	3,11	2009,65	-1,99	2,39	2,78
8923	59,48	40,52	1	8	42,35	46,21	25,79	77,09	100,19	172,69	87,53	25,80	77,03	99,30	172,53	87,46	32,46	30,65	65,09	73,77	16,82	24,19	73,89	74,45	73,47	72,34	92,75	94,26	125,35	127,21	17,54	4,94	5,04	4,79	5,13	8,41	5,72	34,26	2,73	5,45	23,11	2,72	559,45	3000,48	321,17	1809,09	1,54	4,31	39,47	10,91	7,55	7,27	28,70	19,45	20,39	23,29	23,59	28,27	19,17	26,85	1,44	3,18	0,79	2,54	2009,69	-4,86	2,57	2,63
8924	54,55	45,45	1	6	35,04	39,45	25,67	78,59	99,75	174,89	86,68	25,38	77,58	98,74	174,81	85,78	29,38	30,67	54,11	72,37	18,37	22,37	72,61	72,85	75,78	74,46	92,44	92,95	125,07	126,94	7,05	4,72	4,97	4,74	5,07	10,20	6,19	33,78	2,53	3,16	21,68	2,49	549,70	2892,78	362,76	1958,10	1,02	2,45	33,93	7,25	7,46	17,65	28,86	19,68	20,75	24,09	24,43	27,23	19,39	27,09	1,71	4,25	0,97	2,83	2009,64	-4,95	3,22	3,87
8925	59,31	40,69	6	9	46,08	49,72	25,53	77,94	99,72	174,34	88,07	25,80	78,76	99,68	174,49	88,64	27,01	23,31	75,17	76,33	8,29	9,95	74,00	75,19	73,93	72,80	93,81	95,81	127,10	130,87	12,05	5,11	5,05	5,10	5,16	9,67	5,82	15,61	2,18	4,70	24,19	3,00	431,18	2313,77	305,67	1686,25	2,06	6,07	37,34	3,03	3,62	5,04	30,13	18,20	19,28	21,82	21,84	29,74	18,12	29,16	0,97	2,41	0,75	2,17	2009,82	0,16	1,53	1,97
8926	60,04	39,96	4	8	41,58	45,95	26,06	79,52	101,00	174,44	89,07	26,10	79,41	100,28	174,31	88,69	27,93	27,08	79,30	80,56	12,67	14,93	73,15	75,03	75,36	73,09	92,68	94,68	125,26	129,01	10,91	5,09	5,08	5,10	5,18	12,76	7,55	29,12	2,98	5,50	23,19	2,78	471,23	2478,78	262,46	1434,92	1,71	5,49	39,15	5,04	8,19	8,71	29,62	19,02	19,57	22,68	22,16	28,93	18,40	27,76	1,20	2,85	0,82	2,39	2009,79	-0,02	1,67	2,94
8931	61,22	38,78	2	8	41,68	45,17	25,16	76,34	99,56	173,80	85,59	25,48	76,84	99,62	173,45	86,38	27,24	28,13	63,45	69,57	15,29	15,95	74,53	74,22	76,25	75,02	94,29	94,70	128,01	129,38	11,11	5,15	5,00	5,14	5,02	10,92	4,92	26,51	3,49	5,81	22,98	2,78	491,40	2679,72	357,72	2011,28	1,47	7,25	48,96	3,45	9,29	6,29	29,44	18,96	20,20	23,00	23,24	28,59	19,05	28,14	1,18	2,93	0,81	2,35	2009,89	-0,82	2,55	2,78
8932	61,88	38,12	6	7	40,34	43,95	25,50	78,39	100,85	174,95	86,70	25,52	78,22	100,13	174,86	86,80	24,01	23,85	75,70	78,22	11,38	14,57	73,33	73,39	74,83	72,42	92,65	93,64	124,88	127,82	7,98	5,09	4,97	5,09	5,08	10,92	6,54	29,30	2,09	3,66	23,80	2,94	401,88	2192,33	312,72	1746,51	1,55	5,14	40,55	4,31	8,81	7,69	29,76	19,08	19,79	22,97	23,37	28,76	18,41	27,57	1,18	2,94	0,90	2,53	2009,91	-0,45	2,08	3,05
8933	59,79	40,21	2	7	38,87	42,44	24,95	76,95	99,46	175,10	85,03	25,07	76,98	98,70	174,82	85,51	20,51	18,45	71,86	78,11	9,26	14,79	72,64	73,59	74,21	73,19	92,46	93,30	125,56	126,58	7,94	4,98	4,94	4,92	4,94	10,78	6,61	29,17	0,73	0,73	23,72	2,97	375,98	2040,46	270,60	1513,54	1,38	4,64	46,94	5,59	6,25	8,07	29,10	19,03	20,58	22,75	23,00	28,15	18,68	27,51	1,21	3,20	0,89	3,12	2009,84	-2,11	1,91	2,70
8934	52,83	47,17	1	7	41,13	45,61	25,21	76,24	98,82	173,39	86,52	25,41	77,77	98,76	174,74	88,08	21,57	20,62	77,33	76,29	8,67	11,34	74,45	75,03	73,59	74,11	93,03	94,75	124,44	128,84	12,10	5,04	5,06	4,95	5,06	10,00	5,72	26,06	5,10	5,13	23,99	3,02	478,20	2583,98	387,79	2131,95	1,49	6,96	29,17	5,43	6,59	8,70	29,83	18,29	19,38	22,85	23,41	28,81	18,37	27,65	1,01	2,86	0,59	2,37	2009,82	-0,98	1,90	2,43
8935	63,83	36,17	5	8	44,50	48,39	25,62	77,62	100,65	173,84	87,33	25,36	76,65	99,56	173,72	86,94	27,73	26,38	72,52	69,84	10,46	11,36	73,68	74,26	74,50	73,31	92,96	94,23	125,42	128,28	9,88	5,09	5,08	5,06	5,11	8,61	6,14	23,79	3,27	4,29	24,68	3,13	398,13	2129,66	286,97	1573,88	2,06	5,56	41,46	2,61	4,91	5,62	29,70	18,89	19,72	22,33	22,62	28,72	18,46	27,96	1,17	2,80	0,82	2,23	2009,84	0,01	2,24	1,80
8939	58,46	41,54	4	8	41,84	45,66	25,25	78,53	100,03	175,85	85,95	25,38	78,72	99,77	175,81	86,69	15,65	13,42	83,30	85,62	6,77	8,42	73,77	74,07	72,43	70,27	92,70	93,67	124,44	126,35	7,20	4,97	4,98	4,92	4,99	7,02	4,72	18,47	1,71	2,14	23,97	2,99	347,28	1962,37	278,79	1619,89	1,94	3,98	33,33	2,76	2,37	4,30	30,25	17,95	18,78	21,93	22,98	29,76	17,20	28,52	0,91	2,61	0,74	2,22	2009,80	2,08	1,18	1,28
8941	53,75	46,25	1	7	37,64	40,59	25,40	79,42	100,75	176,55	86,19	24,74	77,98	98,59	177,33	84,91	11,25	9,76	89,87	92,68	1,28	7,32	73,80	72,82	71,85	68,30	92,41	91,84	124,14	124,52	3,80	4,87	4,98	4,88	4,93	5,06	3,37	12,16	0,00	0,00	25,43	3,38	312,80	1827,50	260,61	1566,57	1,75	5,00	24,32	2,44	7,32	0,00	30,51	18,37	19,66	21,90	23,60	29,75	18,27	28,52	0,91	2,54	0,64	2,23	2009,90	 	1,08	3,17
9001	60,50	39,50	2	9	47,11	52,12	25,55	78,48	100,67	175,18	88,69	25,68	78,73	100,59	174,93	88,95	27,04	27,78	66,31	68,25	8,29	7,94	73,61	74,26	72,37	69,83	93,61	95,50	127,60	131,62	12,31	5,21	4,94	5,13	4,98	7,81	5,22	15,71	1,04	2,59	23,75	2,91	468,10	2459,46	283,74	1537,63	1,74	8,04	25,00	0,79	1,59	6,30	29,38	18,55	19,81	22,79	22,52	28,92	18,60	28,41	1,14	2,62	0,80	1,93	2009,82	0,01	1,48	1,22
9003	60,90	39,10	1	8	41,55	44,33	25,95	79,00	100,55	173,81	89,39	26,06	79,00	99,19	173,82	88,61	23,20	30,21	81,30	83,33	5,65	10,53	73,15	73,15	72,46	71,86	92,23	92,70	123,56	125,95	9,23	4,95	5,08	4,95	5,00	4,03	4,41	21,49	4,62	4,62	23,60	2,84	552,13	2851,18	164,06	910,86	2,08	3,76	30,38	3,66	3,66	6,10	30,00	18,60	19,11	22,58	22,31	29,65	17,99	28,51	0,88	2,39	0,65	1,85	2009,94	-0,64	2,19	1,05
9005	56,68	43,32	2	8	42,65	46,95	25,78	79,08	100,24	174,83	88,89	25,54	78,59	99,26	175,27	87,96	28,20	31,03	79,84	83,24	9,16	10,86	71,79	73,97	72,49	70,37	91,48	93,57	123,85	126,61	11,85	4,95	4,99	4,97	5,15	6,87	4,91	15,77	2,21	3,32	24,03	2,96	659,61	3379,54	262,88	1395,89	1,99	5,43	32,03	0,00	5,73	4,32	29,87	18,37	19,30	22,42	22,55	29,38	18,10	28,58	1,07	2,31	0,66	1,77	2009,96	-0,76	1,31	1,12
9011	63,38	36,62	1	9	47,89	52,70	25,99	79,23	99,35	174,65	89,95	25,83	79,29	100,71	175,42	89,59	38,81	36,00	68,85	72,00	12,12	2,00	73,82	73,06	69,11	67,89	93,55	93,15	125,92	127,43	15,94	5,18	4,95	5,06	4,96	3,03	7,07	18,18	4,29	5,71	24,40	3,05	418,78	2058,17	252,25	1225,50	2,15	9,86	50,00	2,17	0,00	8,70	29,18	18,60	20,70	22,60	20,75	29,38	19,25	28,54	1,00	1,89	0,64	1,80	2008,82	0,22	2,01	0,87
9014	50,00	50,00	1	8	39,59	46,72	23,96	76,03	96,60	177,54	85,86	24,43	77,87	97,29	178,18	85,20	24,07	25,00	33,33	88,64	5,56	4,55	70,36	74,20	71,40	66,82	89,78	94,42	121,74	127,72	1,82	4,78	4,87	4,97	4,93	5,56	3,98	23,08	1,79	1,79	24,33	2,83	771,33	4120,94	223,33	1380,94	2,63	1,72	36,59	0,00	2,38	2,33	29,67	19,24	20,06	22,63	21,88	29,31	18,53	27,88	0,66	3,02	0,80	2,21	2006,48	0,95	2,66	4,49
9021	60,29	39,71	1	8	41,34	45,57	24,49	74,34	97,83	173,64	86,77	24,88	76,53	97,95	174,88	87,38	28,57	23,68	68,42	89,47	6,45	15,79	71,54	74,72	72,46	68,63	91,47	95,00	124,59	129,15	12,50	4,79	4,97	4,74	5,19	4,84	7,60	22,41	7,81	9,38	24,19	2,92	488,39	2518,30	133,66	744,64	2,03	5,97	33,33	0,00	5,41	8,11	29,00	18,80	20,30	22,11	21,57	29,42	19,24	27,70	0,91	2,40	0,55	1,45	2008,18	0,10	2,27	2,52
9022	57,32	42,68	1	8	41,70	45,16	24,66	76,33	98,41	174,71	85,80	24,43	76,10	97,78	175,89	85,68	12,67	9,57	78,47	81,42	10,81	11,30	72,02	72,57	71,77	69,31	91,19	92,56	122,63	125,75	8,97	4,99	4,83	4,92	4,94	5,41	4,52	16,22	1,23	2,45	24,44	3,09	318,52	1709,77	194,36	1088,94	1,99	3,66	32,50	1,96	3,92	6,86	29,85	17,88	18,93	22,01	21,90	29,64	17,86	28,67	0,82	2,63	0,59	1,91	2009,88	1,06	0,87	1,98
