ZIPCODE	GENDER	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	WAIST_T1	HEIGHT_T1	BMI_T2	WEIGHT_T2	HIP_T2	WAIST_T2	HEIGHT_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
8804	2	1	8	41,45	44,41	26,01	75,16	101,99	85,32	169,56	26,27	76,59	102,23	86,40	170,51	19,44	22,22	76,39	88,89	12,50	11,11	72,16	72,13	74,96	73,27	91,11	91,84	121,84	124,21	10,81	4,74	4,77	4,82	4,81	8,45	4,37	22,06	0,00	1,41	24,85	3,22	251,45	1387,11	198,54	1122,57	2,29	12,00	33,33	2,38	7,14	4,76	29,66	18,63	19,82	22,68	21,71	29,00	18,46	27,88	0,99	2,67	0,73	2,60	2010,00	-1,90	1,39	2,62
8855	1	1	8	45,87	47,11	26,78	89,80	100,97	95,68	183,39	26,83	90,88	100,47	96,94	184,20	51,92	34,48	80,00	85,71	6,00	6,90	77,75	77,00	67,96	68,06	99,04	97,64	136,50	134,50	11,76	5,06	5,06	5,05	5,12	4,00	7,50	16,33	2,04	2,04	21,96	2,43	321,78	1726,34	208,68	1160,85	 	5,77	42,31	0,00	4,35	4,35	29,56	20,26	19,79	22,57	23,02	29,79	18,57	27,86	0,91	2,63	0,76	2,55	2009,92	-0,94	1,71	3,84
8855	2	1	8	44,88	47,22	26,28	74,97	101,34	84,96	168,76	26,27	75,17	101,82	84,28	169,14	31,34	27,78	74,60	75,00	23,53	11,11	73,29	72,32	72,60	68,75	91,16	91,05	123,06	122,68	13,24	5,14	4,89	4,98	4,94	11,76	5,12	23,08	3,03	6,06	23,83	3,02	230,92	1136,84	201,77	991,06	2,64	16,18	29,73	3,57	11,11	3,57	29,70	18,78	20,92	22,17	22,00	29,69	18,60	28,50	1,06	2,92	0,60	1,54	2009,82	-0,92	2,99	2,78
8861	1	1	8	43,51	46,61	26,04	86,52	99,75	93,88	181,85	25,86	85,67	98,58	93,57	181,72	26,43	26,58	74,64	78,75	4,96	8,75	76,59	77,57	70,47	68,26	96,28	98,27	130,74	134,01	8,51	5,33	5,13	5,32	5,26	9,22	10,01	37,04	2,80	2,82	21,56	2,43	466,02	2493,93	256,64	1447,01	 	4,08	24,56	1,22	4,94	4,88	29,61	19,22	18,75	22,82	24,19	28,81	17,36	27,83	1,23	2,38	0,58	1,87	2009,92	-1,27	1,11	2,13
8861	2	2	8	43,87	48,32	25,44	73,84	100,20	84,92	170,41	25,57	74,01	100,49	85,09	170,22	24,56	21,21	71,62	79,10	7,93	11,19	71,67	72,61	71,79	70,17	90,84	93,15	121,72	127,01	7,89	5,17	4,81	5,22	4,90	11,16	6,94	23,41	1,89	2,83	24,48	3,14	316,48	1737,92	233,77	1324,41	2,01	7,39	43,62	3,13	6,98	7,75	29,52	18,91	20,39	23,00	21,90	28,78	18,91	28,23	1,21	2,86	0,68	2,01	2009,91	-1,27	2,53	2,58
8862	1	2	8	42,73	46,78	26,26	88,03	100,30	94,01	183,02	26,39	88,71	100,25	94,75	183,35	32,84	30,77	85,28	89,23	7,58	6,92	76,39	77,50	70,15	66,06	96,33	98,00	131,32	133,48	9,85	5,12	5,10	5,06	5,12	11,62	5,42	20,51	1,97	2,46	20,86	2,32	385,36	2088,39	269,69	1510,03	 	4,31	36,63	1,71	1,74	4,31	29,73	19,64	18,81	22,01	24,46	29,19	17,54	27,87	1,13	2,46	0,76	2,15	2009,96	-1,82	1,01	1,72
8862	2	3	7	41,71	45,02	25,78	73,63	100,75	84,79	169,00	25,76	74,00	101,03	84,53	169,47	29,37	28,43	75,59	81,22	11,15	14,72	71,32	71,77	71,43	70,04	90,18	91,66	120,56	124,16	8,44	4,95	4,90	5,05	4,91	8,78	5,02	20,27	2,67	4,70	24,35	3,07	366,50	1932,97	275,81	1479,52	2,02	5,18	45,91	3,91	6,32	11,80	29,35	18,88	20,91	22,38	21,56	28,85	19,12	28,36	1,24	3,14	0,80	2,46	2009,95	-1,81	3,21	3,26
8881	1	2	11	54,32	58,81	27,12	88,40	100,47	98,68	180,61	26,86	87,88	100,08	96,82	180,82	39,30	32,50	58,22	55,70	8,50	10,00	79,12	78,56	72,01	68,76	100,43	100,08	134,83	137,23	24,41	5,17	5,48	4,93	5,57	7,29	12,12	23,77	8,06	8,87	22,87	2,69	757,45	3907,80	283,06	1535,86	 	7,00	29,05	0,00	0,00	0,00	29,56	19,14	18,71	22,48	22,56	29,39	17,75	27,78	0,90	1,73	0,91	1,49	2009,58	0,43	1,10	1,04
8881	2	3	10	50,11	53,67	26,05	73,79	101,30	88,93	168,37	25,63	72,61	100,09	84,69	168,30	42,99	37,84	57,97	62,73	9,51	9,82	72,96	72,34	72,92	70,53	94,10	93,82	127,21	129,06	16,37	5,24	5,14	5,35	4,96	7,67	6,57	18,54	4,24	4,85	25,06	3,22	660,29	3405,33	340,81	1807,91	1,66	13,02	43,78	0,00	11,22	5,10	29,07	18,98	20,42	22,97	21,01	29,29	18,94	27,73	1,11	2,24	1,07	1,98	2009,46	0,43	1,81	1,55
8891	1	1	10	52,50	58,37	26,95	88,19	100,22	96,94	180,83	27,31	88,00	100,40	97,54	179,37	42,98	27,59	55,32	72,41	5,56	13,79	79,15	81,80	72,15	66,12	100,08	103,44	136,04	141,68	20,35	5,31	5,57	5,18	5,26	8,33	10,58	21,24	5,26	5,26	21,51	2,42	1011,22	5149,95	293,82	1562,95	 	9,57	18,67	0,00	0,00	4,55	29,61	18,77	18,16	22,32	22,33	29,47	17,16	27,86	1,05	1,67	0,68	1,30	2007,13	-0,01	1,57	0,00
8891	2	1	10	48,92	51,68	26,60	75,94	101,99	89,04	168,99	25,93	72,79	99,42	84,37	167,74	39,43	40,00	57,89	66,00	7,69	12,00	72,36	70,55	72,89	70,69	92,29	91,71	125,15	127,02	15,03	5,03	5,25	5,00	4,93	7,78	7,84	25,15	4,55	5,11	25,84	3,45	757,81	3846,02	301,58	1564,86	1,63	10,23	38,64	2,22	12,20	4,44	29,33	19,05	19,86	22,82	20,38	28,98	18,50	28,00	1,10	2,33	0,87	2,19	2006,97	-0,03	0,92	2,18
8896	1	1	10	51,63	63,20	27,06	89,26	101,18	98,19	181,42	26,08	83,92	98,12	96,50	179,22	42,86	41,67	64,71	50,00	3,85	0,00	79,12	78,69	70,39	68,69	99,63	100,46	135,46	138,77	15,09	5,16	5,66	5,07	5,31	1,92	9,81	23,21	5,45	5,45	23,50	2,94	1051,63	5383,90	327,44	1762,93	 	7,14	23,68	0,00	0,00	0,00	30,43	18,31	18,04	22,04	21,59	30,36	16,84	29,27	0,56	1,26	1,00	1,45	2006,77	-0,23	0,81	1,43
8896	2	1	10	51,12	56,24	26,60	77,21	102,98	90,78	170,37	26,75	77,86	102,76	88,84	170,43	33,73	33,33	53,57	54,55	13,58	9,09	72,16	73,24	71,83	72,07	91,10	93,24	122,29	126,38	20,73	5,08	5,28	5,52	5,06	11,39	4,75	16,46	6,33	6,33	26,61	3,50	524,41	2727,51	339,80	1804,48	2,14	15,66	48,39	0,00	0,00	0,00	28,72	19,19	20,71	22,51	19,00	29,49	19,04	27,82	0,92	2,09	1,28	2,34	2006,87	-0,21	1,06	1,30
8911	1	1	7	37,44	40,25	25,32	85,84	100,17	90,95	184,08	25,78	87,75	100,36	91,64	184,48	15,63	11,11	63,44	84,09	11,70	8,89	74,07	76,69	74,03	70,12	94,23	96,41	128,95	130,61	5,21	4,89	5,10	4,90	4,96	10,64	7,63	30,43	2,13	2,13	22,03	2,62	341,21	1950,71	253,50	1512,16	 	0,00	32,35	0,00	2,50	7,50	29,96	18,67	19,09	23,18	25,57	28,09	17,58	27,17	1,92	3,81	0,86	2,86	2009,80	-1,00	1,76	4,60
8911	2	1	7	36,55	40,86	24,55	71,06	99,93	81,51	170,21	24,62	71,51	98,44	81,73	170,50	13,33	13,92	66,92	78,21	14,29	8,86	70,24	71,37	74,96	75,07	89,30	91,33	119,73	123,08	8,15	4,92	4,77	4,78	4,88	14,39	4,25	29,92	0,76	2,27	24,74	3,20	435,00	2251,94	308,29	1618,39	0,71	2,22	45,45	1,32	6,67	6,41	29,69	18,93	19,50	23,79	23,85	28,75	18,57	26,63	1,31	3,89	0,75	2,47	2009,82	-1,01	2,26	2,84
8913	1	1	8	43,64	47,09	25,59	86,47	100,29	92,17	183,27	25,59	86,56	99,37	92,20	183,67	14,53	18,82	80,53	80,00	5,17	7,06	75,61	77,13	73,02	71,16	95,56	97,77	130,17	134,15	9,24	5,13	5,09	5,19	5,11	6,90	5,77	25,93	2,59	4,31	22,84	2,74	449,20	2556,38	309,95	1860,16	 	4,96	34,55	0,00	2,82	4,17	30,68	18,11	18,12	21,89	24,24	29,32	16,92	28,51	1,06	2,06	0,75	2,02	2009,84	0,53	0,85	1,67
8913	2	1	8	42,81	46,67	24,27	69,24	97,95	80,74	168,79	24,13	69,27	97,42	80,68	169,40	19,46	20,51	73,74	79,66	7,78	14,29	71,20	71,92	74,53	72,71	89,76	91,21	119,48	122,81	11,11	4,95	4,82	5,00	4,89	7,22	4,90	19,34	2,12	3,17	25,55	3,29	346,89	1835,96	275,10	1476,99	1,77	7,29	48,91	3,60	10,68	1,80	30,22	18,36	19,43	22,55	21,76	29,13	18,53	28,61	1,22	3,07	0,83	2,57	2009,83	0,53	2,39	3,01
8915	1	1	8	43,57	48,68	25,98	86,23	99,66	92,63	181,99	26,18	86,79	99,83	94,42	182,06	24,69	21,65	67,09	73,20	6,33	4,12	76,38	78,65	73,60	70,40	97,37	99,38	133,96	136,14	13,75	5,09	5,18	5,04	5,28	11,39	7,08	22,64	4,24	5,45	23,05	2,73	547,56	2934,05	342,89	1910,68	 	4,19	48,21	2,11	3,19	5,21	30,13	18,52	18,34	22,30	24,74	29,72	17,18	28,41	0,88	2,19	0,68	1,74	2009,90	-1,52	1,27	0,72
8915	2	2	8	42,81	47,92	25,59	72,83	100,80	83,46	168,58	25,90	73,32	100,95	84,53	168,31	21,76	24,64	69,08	71,53	12,38	13,77	70,99	72,04	75,12	74,96	90,04	91,75	121,24	124,78	13,89	5,11	4,99	5,03	5,06	8,13	4,13	18,93	1,90	3,33	24,99	3,30	388,26	2076,06	309,23	1680,90	1,87	8,68	44,19	8,57	9,49	7,19	30,05	18,80	20,37	22,51	21,24	29,43	18,71	28,27	1,09	3,15	0,91	2,44	2009,87	-1,51	2,43	2,45
8916	1	1	7	39,71	43,60	25,65	84,56	98,50	91,58	181,12	25,94	86,29	98,93	91,69	182,13	24,30	19,72	79,05	76,06	8,41	8,45	75,56	76,25	76,63	72,56	95,31	96,54	129,63	132,19	12,96	5,09	5,35	5,05	5,41	9,35	6,41	23,00	8,57	9,52	23,67	2,95	597,98	3212,20	311,09	1777,75	 	2,73	27,78	0,00	0,00	0,00	30,56	18,51	18,25	22,40	25,31	30,03	16,71	28,43	1,22	2,43	0,75	1,89	2009,75	0,19	1,47	1,72
8916	2	1	7	39,79	43,14	24,55	71,09	99,71	81,31	170,23	25,01	72,10	99,39	81,98	169,90	14,37	13,64	78,49	80,18	8,62	9,09	71,62	71,54	74,11	72,72	90,54	91,53	121,15	123,76	5,68	4,95	4,86	4,78	4,88	4,02	5,28	21,08	2,91	2,91	25,69	3,38	430,09	2273,80	317,77	1712,15	1,48	4,49	40,00	4,08	7,37	9,28	29,83	18,58	20,28	22,69	22,37	28,92	18,64	27,97	1,06	2,97	0,65	2,28	2009,75	0,19	1,80	2,62
8917	1	1	8	41,28	45,14	25,48	85,24	99,59	91,20	182,55	25,15	84,62	97,86	90,38	183,46	12,77	11,48	86,02	91,80	7,53	6,56	73,81	74,86	71,17	68,03	93,33	94,99	126,31	129,66	6,19	4,93	5,08	4,82	5,09	8,60	4,85	15,91	0,00	1,06	22,01	2,67	487,47	2686,38	306,35	1780,77	 	2,04	40,91	0,00	0,00	1,89	30,22	18,59	18,96	21,70	24,21	29,12	17,27	28,62	0,99	2,61	0,57	1,85	2009,60	-1,74	0,93	1,62
8917	2	1	7	40,61	44,73	23,71	68,59	98,19	79,54	169,78	24,01	69,59	97,11	80,25	170,14	11,28	14,61	75,76	82,02	9,02	6,74	70,55	71,15	74,91	74,09	89,23	90,59	118,94	122,12	4,35	5,00	4,84	5,07	4,89	10,53	4,88	27,20	0,00	0,00	25,48	3,28	400,21	2183,14	282,49	1594,56	1,64	2,90	45,71	3,85	5,19	11,39	30,02	18,43	19,48	22,17	21,81	29,86	18,23	28,37	1,30	2,94	0,78	2,08	2009,89	-1,67	1,71	1,30
8918	1	1	8	45,27	49,42	26,99	86,17	100,02	94,54	178,75	27,35	87,35	99,47	95,58	178,79	41,94	47,22	57,41	55,56	16,36	16,67	74,63	74,95	74,33	71,32	95,55	96,18	131,80	133,05	9,68	5,03	5,38	5,09	5,33	10,91	9,22	32,76	9,68	12,90	22,63	2,69	436,76	2490,82	289,12	1752,65	 	3,23	52,17	7,14	4,00	0,00	29,68	19,64	18,89	22,04	24,23	28,57	18,06	28,02	1,73	2,94	0,89	2,11	2009,88	-3,13	3,39	3,62
8918	2	1	9	47,47	50,35	27,45	76,09	102,97	87,58	166,41	27,64	76,75	103,87	88,89	166,84	44,64	47,37	57,73	54,55	23,71	22,81	72,73	73,24	76,65	74,70	91,95	94,76	124,19	130,58	21,82	5,19	5,12	5,03	5,29	15,46	7,34	26,47	6,54	9,35	24,42	3,06	501,17	2559,39	375,37	1930,37	1,67	14,16	42,86	8,62	18,18	1,72	29,70	19,31	19,87	22,69	22,41	29,36	18,85	27,57	1,64	3,23	0,96	2,36	2009,96	-3,15	4,17	3,80
8921	1	2	7	39,97	44,71	25,95	86,18	99,23	92,18	182,19	26,19	87,26	99,48	93,53	182,58	29,87	22,31	70,70	79,51	9,50	14,05	74,36	76,05	73,59	70,70	94,96	96,38	130,32	131,86	8,00	5,05	5,20	5,03	5,28	9,50	7,20	31,02	4,85	5,73	21,19	2,38	684,00	3620,86	296,47	1683,21	 	2,98	41,30	4,63	2,83	4,67	29,64	19,02	19,14	22,39	24,74	28,55	17,88	27,36	1,25	2,89	0,78	2,48	2009,68	-1,81	1,74	2,19
8921	2	3	7	38,94	42,63	25,39	72,33	100,11	83,80	168,66	25,54	72,71	99,97	83,53	168,76	26,79	26,80	66,87	75,38	15,85	21,03	71,93	72,31	76,18	75,09	90,74	91,97	121,37	124,32	11,21	5,01	4,95	5,00	4,98	10,70	6,68	31,56	3,58	4,79	24,25	3,06	403,04	2145,59	284,08	1550,82	1,39	6,07	37,86	5,43	13,41	11,96	29,08	19,69	20,80	23,15	22,16	28,07	19,30	27,38	1,30	3,59	0,96	3,34	2009,66	-1,81	4,08	4,19
8922	1	1	8	41,68	44,68	25,80	85,79	99,45	92,65	182,55	26,00	86,29	98,89	93,26	182,31	31,94	34,21	69,57	84,21	9,86	21,05	76,19	76,49	73,29	71,26	96,63	96,32	131,67	130,58	12,50	5,15	5,38	5,12	5,27	11,27	10,50	36,23	2,78	4,17	21,00	2,42	516,07	2730,57	241,80	1359,26	 	2,78	33,33	2,70	5,41	0,00	29,57	19,38	18,58	22,73	24,50	29,29	17,29	27,42	1,10	2,67	1,03	2,77	2009,44	-1,92	1,82	3,28
8922	2	1	7	36,88	41,04	24,71	71,84	99,55	82,22	170,49	25,10	72,99	100,17	83,03	170,43	21,62	26,98	69,44	74,60	15,60	18,75	70,72	71,11	74,43	72,88	89,22	89,80	118,26	120,26	5,31	4,89	4,83	4,98	4,98	11,01	5,86	29,13	0,93	2,78	23,99	3,04	453,66	2371,81	281,52	1511,09	1,21	3,54	40,00	4,08	4,08	12,24	29,33	18,94	20,02	23,06	22,58	28,69	18,46	27,67	1,11	3,63	0,95	3,31	2009,79	-2,04	2,76	2,34
8923	2	1	8	42,22	45,84	25,37	71,20	100,22	83,83	167,57	24,96	69,24	97,75	82,41	166,65	29,85	27,50	61,54	72,50	15,38	25,00	73,13	71,23	74,94	73,98	91,07	90,55	121,49	122,00	20,29	4,83	4,98	4,75	5,10	6,15	5,70	32,81	4,62	7,69	24,57	3,02	387,53	2082,63	293,26	1611,32	1,54	7,25	47,37	6,45	3,45	6,45	28,63	19,56	21,34	22,94	21,96	28,57	20,02	27,17	1,54	3,34	0,74	2,91	2009,77	-4,88	2,87	3,04
8924	1	1	6	35,31	40,02	25,65	86,17	99,95	91,65	183,27	25,35	85,50	98,50	91,10	183,66	35,14	33,33	52,24	85,19	13,43	7,41	72,91	75,21	75,12	72,93	93,35	95,56	128,48	131,19	5,56	4,90	5,10	4,99	5,18	10,45	6,77	36,23	2,74	4,11	20,24	2,16	596,56	3211,11	361,91	2037,87	 	4,00	27,27	7,14	0,00	11,11	28,47	19,75	19,92	24,58	26,74	26,66	18,51	25,87	1,70	3,83	0,92	2,85	2009,36	-4,85	3,16	2,04
8924	2	1	6	34,81	39,02	25,68	72,27	99,58	82,54	167,92	25,39	71,60	98,92	81,76	168,14	24,42	29,17	55,70	65,31	22,50	30,61	72,36	71,07	76,33	75,61	91,68	90,98	122,23	123,74	8,33	4,56	4,87	4,55	4,99	10,00	5,68	31,65	2,35	2,35	22,88	2,76	514,56	2654,03	363,40	1898,26	1,02	1,14	38,24	7,32	12,82	21,95	29,18	19,61	21,45	23,65	22,49	27,71	20,14	28,11	1,72	4,61	1,00	2,83	2009,87	-5,04	3,27	5,24
8925	1	2	9	46,04	49,53	26,12	87,15	99,90	94,09	182,38	26,25	87,20	98,94	93,87	182,17	25,42	22,95	75,98	76,92	5,58	6,56	77,31	79,15	72,20	70,50	97,65	99,73	133,09	135,85	12,15	5,12	5,20	5,04	5,34	7,73	8,09	19,82	3,35	7,11	22,53	2,60	461,36	2524,04	312,59	1780,19	 	4,44	26,77	1,23	3,13	2,47	30,92	17,95	17,78	21,29	23,75	30,39	16,75	29,45	0,93	2,03	0,65	1,97	2009,81	0,16	0,98	1,28
8925	2	3	9	46,10	49,84	25,12	71,62	99,59	83,94	168,82	25,48	72,80	100,21	84,94	169,07	28,08	23,58	74,64	75,90	10,12	12,45	71,72	72,37	75,12	74,44	91,18	93,01	123,00	127,33	11,98	5,11	4,95	5,14	5,04	10,98	4,32	12,83	1,40	3,08	25,29	3,27	411,55	2177,06	301,18	1625,17	2,06	7,18	44,44	4,27	3,96	6,81	29,61	18,36	20,26	22,17	20,60	29,32	19,01	28,98	1,00	2,67	0,82	2,32	2009,83	0,16	1,90	2,46
8926	1	1	8	41,91	46,32	26,34	88,18	100,23	94,75	182,92	26,17	87,53	99,69	93,73	182,97	25,84	25,23	80,70	83,78	11,56	15,32	75,56	78,82	74,55	71,21	95,72	98,22	130,45	134,10	12,22	5,14	5,24	5,14	5,30	13,95	8,24	32,12	2,96	4,73	21,24	2,33	518,72	2717,22	242,28	1335,03	 	2,76	30,38	1,10	2,22	5,43	30,10	19,30	18,72	22,53	24,03	29,48	17,57	27,64	1,17	2,61	0,59	2,05	2009,83	-0,03	1,64	1,27
8926	2	2	8	41,35	45,71	25,87	73,76	101,51	85,30	168,79	26,06	74,23	100,66	85,48	168,79	29,32	28,25	78,38	78,53	13,41	14,69	71,54	72,61	75,90	74,29	90,66	92,42	121,80	125,75	10,04	5,05	4,98	5,07	5,10	11,97	7,11	27,17	3,00	5,99	24,46	3,07	440,58	2324,91	275,47	1499,38	1,71	7,30	44,36	7,48	11,97	10,74	29,30	18,83	20,12	22,78	20,95	28,57	18,94	27,83	1,22	3,00	0,97	2,60	2009,77	-0,02	1,69	4,08
8931	1	1	7	40,84	43,50	25,68	84,55	99,15	90,61	181,48	25,64	84,79	99,03	91,16	182,05	26,00	22,81	68,82	77,59	13,83	8,47	77,19	77,67	76,48	73,23	97,92	98,60	134,68	135,33	12,37	5,11	5,08	5,06	4,99	15,05	5,88	30,21	6,00	7,00	21,11	2,39	521,55	2959,71	403,74	2370,63	 	5,94	44,74	3,92	6,25	2,04	29,80	18,69	19,42	22,30	25,33	29,19	18,02	28,51	1,06	2,52	0,66	1,89	2009,92	-0,83	1,65	2,29
8931	2	1	8	42,20	46,16	24,83	71,13	99,83	82,41	168,93	25,39	72,15	99,98	83,57	168,39	28,03	31,07	60,00	65,05	16,22	20,19	72,84	72,19	76,10	76,06	91,98	92,40	123,78	125,87	10,32	5,17	4,95	5,19	5,04	8,28	4,32	24,18	1,90	5,06	24,24	3,04	472,40	2503,20	328,70	1784,72	1,47	8,07	51,72	3,19	10,87	8,51	29,19	19,14	20,72	23,47	21,85	28,20	19,73	27,90	1,26	3,21	0,89	2,60	2009,88	-0,82	3,13	3,08
8932	1	2	7	41,01	44,15	25,92	87,61	100,81	93,43	183,58	25,56	85,95	99,43	92,08	183,15	24,22	27,41	76,82	80,88	8,64	8,82	76,17	76,32	72,75	69,94	96,38	96,83	131,35	132,60	8,04	5,22	5,09	5,15	5,18	9,59	7,66	30,52	3,15	4,98	22,35	2,60	418,85	2387,93	335,27	1970,05	 	4,37	38,78	2,54	4,39	6,03	30,38	18,53	18,42	22,42	24,90	29,54	16,96	27,61	1,13	2,45	0,85	2,39	2009,86	-0,45	1,35	2,53
8932	2	3	7	39,93	43,82	25,24	72,71	100,87	82,56	169,63	25,50	73,44	100,56	83,52	169,73	23,89	21,60	75,00	76,53	13,11	18,22	71,57	71,58	76,12	73,95	90,35	91,66	120,87	124,86	7,95	5,00	4,89	5,05	5,02	11,75	5,81	28,53	1,42	2,83	24,73	3,16	391,16	2068,73	298,47	1605,26	1,55	5,61	41,67	5,31	11,27	8,61	29,36	19,44	20,67	23,31	22,39	28,27	19,33	27,54	1,22	3,25	0,94	2,62	2009,94	-0,45	2,55	3,38
8933	1	1	7	37,27	40,67	25,66	86,77	100,22	91,19	183,55	25,74	86,55	98,76	91,48	183,12	20,91	13,85	69,23	83,08	6,48	12,31	73,88	76,77	73,31	72,69	94,82	97,07	130,97	133,07	7,14	5,06	5,02	4,92	5,07	14,02	7,72	32,04	0,90	0,90	22,61	2,68	425,56	2350,63	278,07	1613,21	 	3,54	31,43	3,33	5,00	3,33	29,08	18,87	19,69	22,99	24,63	27,50	17,91	27,11	1,24	2,72	0,82	2,84	2009,82	-2,11	1,47	1,82
8933	2	1	7	39,95	43,58	24,47	70,34	98,95	80,88	169,42	24,64	70,70	98,66	81,60	169,38	20,25	21,36	73,58	75,00	11,11	16,35	71,81	71,48	74,82	73,52	90,86	90,80	121,92	122,28	8,48	4,93	4,89	4,92	4,85	8,64	5,92	27,33	0,61	0,61	24,46	3,16	345,20	1847,86	265,96	1451,65	1,38	5,39	55,56	6,93	7,00	10,89	29,11	19,14	21,16	22,60	21,92	28,57	19,18	27,77	1,19	3,53	0,93	3,28	2009,86	-2,11	2,19	3,26
8934	1	1	8	42,99	47,38	25,47	83,41	98,23	91,55	180,80	25,64	84,60	98,54	92,95	181,68	20,55	22,22	74,65	71,11	7,04	8,89	75,44	75,69	71,29	72,87	94,77	95,90	128,28	131,65	9,59	5,01	5,24	4,91	5,27	7,04	6,16	21,74	9,33	9,33	22,89	2,80	521,18	2872,11	387,10	2201,71	 	6,76	18,92	2,50	5,00	10,00	29,98	18,23	18,48	23,05	25,37	29,09	17,69	27,35	1,00	2,61	0,51	1,98	2009,84	-0,99	0,99	1,40
8934	2	1	7	39,48	43,89	24,98	69,83	99,35	82,04	166,78	25,19	71,16	98,97	83,37	168,02	22,50	19,23	79,75	80,77	10,13	13,46	73,56	74,39	75,64	75,31	91,48	93,64	121,01	126,13	14,29	5,08	4,88	4,99	4,86	12,66	5,29	30,14	1,22	1,23	25,04	3,23	439,58	2325,07	388,42	2069,28	1,49	7,14	40,00	7,69	7,84	7,69	29,69	18,35	20,21	22,66	21,62	28,55	19,01	27,93	1,03	3,11	0,65	2,71	2009,81	-0,98	2,73	3,39
8935	1	1	8	43,17	47,47	25,67	86,23	99,87	92,66	183,18	25,39	84,95	98,69	92,14	182,95	27,22	25,45	78,61	72,07	6,29	7,21	75,32	77,44	72,68	70,39	94,86	97,21	128,46	132,21	8,99	5,01	5,23	4,95	5,32	8,57	6,89	27,01	4,52	6,21	22,75	2,68	465,68	2571,55	294,93	1717,76	 	3,85	41,98	1,01	3,06	1,01	30,16	18,70	18,45	21,90	24,75	29,00	16,98	28,26	1,13	2,39	0,58	2,26	2009,85	0,01	1,56	0,38
8935	2	3	8	45,25	48,92	25,60	72,74	101,10	84,31	168,55	25,34	71,93	100,06	83,98	168,46	28,03	26,90	69,00	68,56	12,87	13,71	72,75	72,43	75,52	74,98	91,88	92,52	123,69	126,02	10,38	5,15	4,99	5,12	5,00	8,64	5,71	21,93	2,56	3,21	25,81	3,39	358,00	1867,13	282,25	1488,41	2,06	6,52	41,13	3,55	5,99	8,33	29,42	19,01	20,46	22,59	21,34	28,55	19,33	27,78	1,20	3,04	0,96	2,21	2009,84	0,01	2,63	2,64
8939	1	1	8	43,11	46,79	25,97	88,14	100,60	92,44	184,07	26,05	88,61	100,24	93,34	184,33	14,58	12,61	83,25	86,55	5,21	7,56	77,39	77,81	70,61	68,09	97,06	97,81	131,63	132,57	8,59	5,20	5,17	5,07	5,13	5,24	6,25	23,91	3,63	3,63	22,67	2,70	356,20	2069,10	277,21	1674,13	 	2,54	30,77	1,04	0,00	5,15	30,61	17,96	17,76	21,52	24,82	29,86	15,92	28,34	0,95	2,51	0,69	2,05	2009,84	2,09	1,03	1,06
8939	2	2	7	40,94	44,89	24,73	71,69	99,63	81,34	170,00	24,92	72,05	99,44	82,21	170,07	16,42	13,97	83,33	85,00	7,89	8,99	71,19	71,55	73,72	71,74	89,60	90,88	119,34	122,15	6,20	4,81	4,84	4,83	4,90	8,30	3,64	14,62	0,36	1,09	24,90	3,20	341,01	1887,31	279,89	1581,74	1,94	5,00	34,96	3,80	3,82	3,77	29,99	17,94	19,51	22,22	21,68	29,69	18,11	28,65	0,88	2,68	0,77	2,33	2009,77	2,08	1,29	1,41
9001	1	1	9	49,42	54,10	25,34	84,66	98,99	93,01	182,83	25,53	85,33	99,33	93,57	182,79	34,18	24,53	60,53	67,92	7,69	7,55	75,65	77,02	70,28	67,78	95,99	98,43	131,62	136,37	15,38	5,27	5,11	5,13	5,09	8,97	7,84	20,25	2,53	5,06	22,22	2,55	470,96	2519,49	341,59	1872,68	 	3,80	25,00	0,00	0,00	3,57	29,92	17,97	18,48	22,03	23,86	29,37	17,55	29,06	1,05	2,51	0,81	1,66	2009,85	0,00	1,83	1,69
